filepath,true_class_id,true_class,pred_class_id,pred_class,confidence,is_correct
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Aceh_Pintu_Aceh\aug_0_9162.jpeg,0,Aceh_Pintu_Aceh,0,Aceh_Pintu_Aceh,0.5267769,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Aceh_Pintu_Aceh\aug_0_9449.jpeg,0,Aceh_Pintu_Aceh,0,Aceh_Pintu_Aceh,0.91894704,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Aceh_Pintu_Aceh\aug_0_9967.jpeg,0,Aceh_Pintu_Aceh,0,Aceh_Pintu_Aceh,0.6186428,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_10.jpeg,1,Bali_Barong,1,Bali_Barong,0.9705569,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_1140.jpeg,1,Bali_Barong,1,Bali_Barong,0.9866414,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_2173.jpeg,1,Bali_Barong,1,Bali_Barong,0.85423726,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_2263.jpeg,1,Bali_Barong,1,Bali_Barong,0.8181334,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_2280.jpeg,1,Bali_Barong,1,Bali_Barong,0.9950305,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_2352.jpeg,1,Bali_Barong,1,Bali_Barong,0.964728,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_261.jpeg,1,Bali_Barong,1,Bali_Barong,0.8533872,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_2774.jpeg,1,Bali_Barong,1,Bali_Barong,0.9981822,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_3131.jpeg,1,Bali_Barong,1,Bali_Barong,0.48709223,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_3155.jpeg,1,Bali_Barong,1,Bali_Barong,0.98634547,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_3175.jpeg,1,Bali_Barong,1,Bali_Barong,0.9990727,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_3360.jpeg,1,Bali_Barong,1,Bali_Barong,0.99565816,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_3657.jpeg,1,Bali_Barong,1,Bali_Barong,0.9700022,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_4123.jpeg,1,Bali_Barong,1,Bali_Barong,0.9996352,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_4151.jpeg,1,Bali_Barong,21,batik-tambal,0.5100679,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_4602.jpeg,1,Bali_Barong,1,Bali_Barong,0.90337205,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_4614.jpeg,1,Bali_Barong,1,Bali_Barong,0.90830064,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_4808.jpeg,1,Bali_Barong,1,Bali_Barong,0.9994281,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_5801.jpeg,1,Bali_Barong,1,Bali_Barong,0.99740285,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_6191.jpeg,1,Bali_Barong,1,Bali_Barong,0.99526066,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_66.jpeg,1,Bali_Barong,2,batik-bali,0.86425745,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_6820.jpeg,1,Bali_Barong,1,Bali_Barong,0.9998982,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_7060.jpeg,1,Bali_Barong,1,Bali_Barong,0.99850404,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_7129.jpeg,1,Bali_Barong,1,Bali_Barong,0.6070135,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_7342.jpeg,1,Bali_Barong,1,Bali_Barong,0.9148737,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_7651.jpeg,1,Bali_Barong,1,Bali_Barong,0.9674049,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_7877.jpeg,1,Bali_Barong,2,batik-bali,0.36806852,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_7906.jpeg,1,Bali_Barong,14,batik-parang,0.604072,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_8141.jpeg,1,Bali_Barong,1,Bali_Barong,0.96562475,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_8145.jpeg,1,Bali_Barong,1,Bali_Barong,0.99973613,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_8482.jpeg,1,Bali_Barong,1,Bali_Barong,0.9458589,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_9034.jpeg,1,Bali_Barong,1,Bali_Barong,0.76370996,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_910.jpeg,1,Bali_Barong,2,batik-bali,0.80601287,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_9461.jpeg,1,Bali_Barong,1,Bali_Barong,0.97735095,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\Bali_Barong\aug_0_9725.jpeg,1,Bali_Barong,1,Bali_Barong,0.94334686,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1120.jpeg,2,batik-bali,2,batik-bali,0.95648074,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1124.jpeg,2,batik-bali,14,batik-parang,0.89159393,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1168.jpeg,2,batik-bali,11,batik-keraton,0.45069438,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1227.jpeg,2,batik-bali,2,batik-bali,0.66391605,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1282.jpeg,2,batik-bali,2,batik-bali,0.56699693,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1314.jpeg,2,batik-bali,2,batik-bali,0.50528544,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_141.jpeg,2,batik-bali,2,batik-bali,0.9746143,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1467.jpeg,2,batik-bali,2,batik-bali,0.567751,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1663.jpeg,2,batik-bali,2,batik-bali,0.95253956,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1710.jpeg,2,batik-bali,2,batik-bali,0.9239783,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1765.jpeg,2,batik-bali,2,batik-bali,0.8962841,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1772.jpeg,2,batik-bali,15,batik-pekalongan,0.5792309,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1790.jpeg,2,batik-bali,14,batik-parang,0.45053145,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1807.jpeg,2,batik-bali,10,batik-kawung,0.9003685,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_1900.jpeg,2,batik-bali,15,batik-pekalongan,0.46819177,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2.jpeg,2,batik-bali,2,batik-bali,0.71903926,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2053.jpeg,2,batik-bali,2,batik-bali,0.8597507,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2055.jpeg,2,batik-bali,15,batik-pekalongan,0.58607787,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2172.jpeg,2,batik-bali,2,batik-bali,0.80291295,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2182.jpeg,2,batik-bali,2,batik-bali,0.9801441,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2203.jpeg,2,batik-bali,15,batik-pekalongan,0.4725711,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_225.jpeg,2,batik-bali,2,batik-bali,0.24683629,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2442.jpeg,2,batik-bali,15,batik-pekalongan,0.31891572,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2463.jpeg,2,batik-bali,2,batik-bali,0.3931454,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2561.jpeg,2,batik-bali,2,batik-bali,0.7606365,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2619.jpeg,2,batik-bali,2,batik-bali,0.7067107,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2633.jpeg,2,batik-bali,27,Maluku_Pala,0.44411343,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2636.jpeg,2,batik-bali,2,batik-bali,0.9454775,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2655.jpeg,2,batik-bali,2,batik-bali,0.9087105,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2664.jpeg,2,batik-bali,2,batik-bali,0.5628243,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2703.jpeg,2,batik-bali,2,batik-bali,0.78899133,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2733.jpeg,2,batik-bali,2,batik-bali,0.80364287,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_2927.jpeg,2,batik-bali,10,batik-kawung,0.50063705,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_293.jpeg,2,batik-bali,2,batik-bali,0.9164301,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_3094.jpeg,2,batik-bali,2,batik-bali,0.82981086,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_3112.jpeg,2,batik-bali,2,batik-bali,0.7652757,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_3235.jpeg,2,batik-bali,2,batik-bali,0.86624444,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_3500.jpeg,2,batik-bali,2,batik-bali,0.8410736,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_351.jpeg,2,batik-bali,10,batik-kawung,0.9192681,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_3586.jpeg,2,batik-bali,2,batik-bali,0.9646511,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_3593.jpeg,2,batik-bali,2,batik-bali,0.96094316,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_3642.jpeg,2,batik-bali,2,batik-bali,0.40726975,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_370.jpeg,2,batik-bali,16,batik-priangan,0.19969341,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_3765.jpeg,2,batik-bali,2,batik-bali,0.87044156,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_3791.jpeg,2,batik-bali,2,batik-bali,0.50311893,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_3792.jpeg,2,batik-bali,2,batik-bali,0.8409461,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_3862.jpeg,2,batik-bali,2,batik-bali,0.88415474,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_3871.jpeg,2,batik-bali,15,batik-pekalongan,0.5144121,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_4004.jpeg,2,batik-bali,2,batik-bali,0.89762807,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_4121.jpeg,2,batik-bali,19,batik-sidomukti,0.34441325,False
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_4159.jpeg,2,batik-bali,2,batik-bali,0.7154462,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_430.jpeg,2,batik-bali,2,batik-bali,0.90235996,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_4350.jpeg,2,batik-bali,2,batik-bali,0.964087,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_4656.jpeg,2,batik-bali,2,batik-bali,0.8434601,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_4723.jpeg,2,batik-bali,2,batik-bali,0.86811477,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_4835.jpeg,2,batik-bali,2,batik-bali,0.9811576,True
C:\Users\dzaki\OneDrive\Dokumen\Bahasa Pemograman\Python\Batik\datasets\raw\dataset_augmented\batik-bali\aug_0_4942.jpeg,2,batik-bali,2,batik-bali,0.9644608,True
